Index,SceneTime(seconds),FramesPerSecond,TotalAllocatedMemory(kB),MeshMemory(kB),ElapsedTime(seconds//milliseconds)
0,43.28104,37.56503,302653,276351,00:03.41
1,43.30798,37.11153
2,43.33435,37.93224
3,43.36132,37.06518
4,43.38808,37.37787
5,43.41489,37.2934
6,43.44144,37.66904
7,43.4682,37.36404
8,43.49516,37.10561
9,43.52171,37.66478
10,43.54812,37.85527
11,43.57513,37.02127
12,43.60209,37.10093
13,43.62866,37.63275
14,43.65517,37.71095
15,43.68208,37.16367
16,43.70895,37.21761
17,43.7354,37.80461
18,43.76227,37.22371
19,43.78887,37.59356
20,43.81564,37.35929
21,43.84243,37.31956
22,43.86939,37.09336
23,43.89588,37.7481
24,43.92282,37.12683
25,43.94942,37.58819
26,43.97613,37.43986
27,44.00288,37.38416
28,44.02955,37.49841
29,44.05626,37.44014
30,44.08286,37.58424
31,44.11012,36.68567
32,44.13707,37.11277
33,44.16347,37.87305
34,44.19005,37.62185
35,44.21695,37.18039
36,44.24359,37.53373
37,44.27013,37.68324
38,44.29705,37.13593
39,44.32396,37.16409
40,44.35045,37.75152
41,44.37729,37.25935
42,44.40415,37.23258
43,44.43084,37.47227
44,44.45734,37.73257
45,44.48399,37.51402
46,44.51063,37.54458
47,44.53786,36.72434
48,44.56437,37.71464
49,44.59122,37.25144
50,44.61787,37.5243
51,44.64442,37.65514
52,44.67119,37.35874
53,44.69799,37.31942
54,44.72465,37.50952
55,44.75127,37.55586
56,44.77814,37.22634
57,44.80482,37.47297
58,44.83148,37.51149
59,44.85862,36.84761
60,44.8851,37.76891
61,44.91164,37.67458
62,44.93851,37.22052
63,44.96481,38.02672
64,44.99194,36.85753
65,45.01828,37.96752
66,45.04542,36.83648
67,45.07189,37.78576
68,45.0985,37.58084
69,45.12551,37.02401
70,45.15218,37.48843
71,45.17894,37.3734
72,45.20564,37.45585
73,45.23238,37.398
74,45.25926,37.1909
75,45.2861,37.25852
76,45.31271,37.58706
77,45.33977,36.95683
78,45.36612,37.94923
79,45.39297,37.23216
80,45.42016,36.78513
81,45.44728,36.86568
82,45.47433,36.97008
83,45.5015,36.82116
84,45.52865,36.82129
85,45.55553,37.20709
86,45.58237,37.25047
87,45.60954,36.80584
88,45.63683,36.64776
89,45.66394,36.89356
90,45.6904,37.77947
91,45.71737,37.08937
92,45.74448,36.88907
93,45.77131,37.26102
94,45.79812,37.30285
95,45.82503,37.16602
96,45.85205,36.99593
97,45.88119,34.32262
98,45.93248,19.49865
99,45.96223,33.60475